ionIdx,ionMz,ionAverageInt,mz delta,formula,ion,HMDB ids,KEGG ids,other ids
314,197.01135685900192,5775.701594892651,-0.00018455900192293484,C6H10O2S2,.F(-),HMDB0030000; HMDB0037553; HMDB0039940; HMDB30000; HMDB37553; HMDB39940,,
315,197.04335162841096,13455.95253247527,-0.00030742841096298434,C13H10S,-H(-),HMDB0040164; HMDB40164,,
316,197.0640924033464,26123.22279491793,8.099665362237829e-05,C10H14O2S,-H(-),HMDB0036134; HMDB36134,,
316,197.0640924033464,26123.22279491793,0.0005896034895442881,C9H11NO4,-H(-) [+1],HMDB0000181; HMDB0000609; HMDB00181; HMDB0038336; HMDB0038750; HMDB00609; HMDB38336; HMDB38750,C00355,; CHEBI:15765; CHEBI:28089; CHEBI:49168
317,197.06719182279477,33476.817468921436,0.0008214772052212993,C7H10N4O3,-H(-),HMDB0004400; HMDB0059771; HMDB04400; HMDB59771,C16366,; CHEBI:89861
318,197.08190195698756,15940.667132693357,2.994301246417308e-05,C10H14O4,-H(-),HMDB0004998; HMDB0030991; HMDB0033093; HMDB0034099; HMDB0059768; HMDB0059779; HMDB0131265; HMDB0135755; HMDB04998; HMDB30991; HMDB33093; HMDB34099; HMDB59768; HMDB59779,,; CHEBI:125366; CHEBI:200157; CHEBI:89869; CHEBI:89887
318,197.08190195698756,15940.667132693357,0.001367543012435135,C11H10N4,-H(-),HMDB0029706; HMDB0029749; HMDB29706; HMDB29749,C19180; C19244,
319,197.15437721885766,10262.645578045189,0.00032548114234032255,C12H22O2,-H(-),HMDB0000529; HMDB0010729; HMDB0029585; HMDB0029763; HMDB0031683; HMDB0032214; HMDB0032235; HMDB0032248; HMDB0033378; HMDB0034160; HMDB0034844; HMDB0036182; HMDB0037186; HMDB0037305; HMDB0037329; HMDB0037498; HMDB0037742; HMDB0037813; HMDB0038081; HMDB0038269; HMDB0038895; HMDB0038924; HMDB0039220; HMDB0040158; HMDB0040163; HMDB0040361; HMDB0041264; HMDB0041449; HMDB00529; HMDB10729; HMDB29585; HMDB29763; HMDB31683; HMDB32214; HMDB32235; HMDB32248; HMDB33378; HMDB34160; HMDB34844; HMDB36182; HMDB37186; HMDB37305; HMDB37329; HMDB37498; HMDB37742; HMDB37813; HMDB38081; HMDB38269; HMDB38895; HMDB38924; HMDB39220; HMDB40158; HMDB40163; HMDB40361; HMDB41264; HMDB41449,C09870; C12298,; CHEBI:1030421; CHEBI:1115857; CHEBI:37162; CHEBI:38381; CHEBI:750110; CHEBI:87324
320,198.05067330568255,2863.74121101436,0.0013555943174594631,C7H9N3O4,-H(-),HMDB0030376; HMDB30376,C08289,
320,198.05067330568255,2863.74121101436,-0.001049705682532931,C5H11N3O4,.Na/H-H(-),HMDB0012271; HMDB12271,,
321,198.07916526277037,6983.249774808622,-0.0006467627703443668,C10H9N5,-H(-),HMDB0040443; HMDB40443,,
321,198.07916526277037,6983.249774808622,-0.0008415627704039252,C6H13NO5,.F(-),HMDB0001514; HMDB0002030; HMDB0030091; HMDB01514; HMDB02030; HMDB06479; HMDB15410; HMDB30091,C00329; C08349,; CHEBI:24103; CHEBI:28393; CHEBI:5417
321,198.07916526277037,6983.249774808622,0.0004960372296238802,C7H9N5O,.F(-),HMDB0011690; HMDB11690,C16675,CHEBI:45126
322,198.92575445939087,10681.738789146246,0.0003912406091330922,C3H5IO2,-H(-),HMDB0031252; HMDB31252,,
322,198.92575445939087,10681.738789146246,-0.0001257972814983077,C4H7BrO2S,-H(-) [+2],HMDB0040457; HMDB40457,,
323,199.00062943766252,14730.974603055867,0.000682762337476106,C4H9O7P,-H(-),HMDB0001321; HMDB01321,C00279,CHEBI:48153
324,199.00749175771804,34383.935136809385,-0.0004391577180342665,C8H8O4S,-H(-),HMDB0062775; HMDB0124988; HMDB62775,,; CHEBI:82931
325,199.02406836147097,11197.409883038725,0.0007427385290554867,C8H8O6,-H(-),HMDB0001268; HMDB0002052; HMDB0125594; HMDB0125598; HMDB01268; HMDB01428; HMDB02052,C01036; C01061,; CHEBI:30907; CHEBI:47904
326,199.09864341917066,14608.996484992136,0.0002760808293373884,C11H12N4,-H(-),HMDB0060606; HMDB60606,,
326,199.09864341917066,14608.996484992136,-0.0010615191706335736,C10H16O4,-H(-),HMDB0000603; HMDB0013227; HMDB0030989; HMDB0030990; HMDB0034491; HMDB0034971; HMDB0036715; HMDB00603; HMDB13227; HMDB30989; HMDB30990; HMDB34491; HMDB34971; HMDB36715,,
327,199.13418648160723,28140.277557696707,-0.00021918160723544133,C11H20O3,-H(-),HMDB0032662; HMDB0036029; HMDB0037179; HMDB32662; HMDB36029; HMDB37179,,; CHEBI:132854
328,199.1702777023314,472925.97052805766,7.499766863361401e-05,C12H24O2,-H(-),HMDB0000638; HMDB0030998; HMDB0032310; HMDB0032440; HMDB0033619; HMDB0034128; HMDB0034136; HMDB0034137; HMDB0035410; HMDB0036225; HMDB0040166; HMDB0059868; HMDB00638; HMDB30998; HMDB32310; HMDB32440; HMDB33619; HMDB34128; HMDB34136; HMDB34137; HMDB35410; HMDB36225; HMDB40166; HMDB59868,C02679,; CHEBI:201659; CHEBI:30805; CHEBI:87430
329,200.13006988478,4409.8725894138515,-0.0008535847800033025,C10H19NO3,-H(-),HMDB0000832; HMDB0013116; HMDB0041540; HMDB0059745; HMDB00832; HMDB13116; HMDB41540; HMDB59745,,; CHEBI:74099; CHEBI:89901
330,201.07627435241844,18208.179269126573,0.0005721475815505528,C9H14O5,-H(-),HMDB0032306; HMDB0033092; HMDB32306; HMDB33092,C04067,; CHEBI:16879
331,201.0916562906649,6909.92119170639,0.0004464093351259635,C13H14O2,-H(-),HMDB0030816; HMDB0031663; HMDB0132938; HMDB30816; HMDB31663,,
331,201.0916562906649,6909.92119170639,-0.0010959906649077311,C6H10N6O,.F(-),HMDB0014989; HMDB14989,,; CHEBI:4305
332,201.1130769126296,17991.315667194256,0.00015498737042207722,C10H18O4,-H(-),HMDB0000792; HMDB0031510; HMDB0040196; HMDB0059708; HMDB0059719; HMDB0059754; HMDB0062180; HMDB00792; HMDB31510; HMDB40196; HMDB59708; HMDB59719; HMDB59754; HMDB62180,C08277,; CHEBI:41865; CHEBI:68453; CHEBI:70747; CHEBI:89889
333,201.12500230861377,5206.268821346672,-0.0005370086137759245,C9H18N2O3,-H(-),HMDB0028690; HMDB0028691; HMDB0028900; HMDB0028922; HMDB0094713; HMDB28690; HMDB28691; HMDB28900; HMDB28922; HMDB94713,,
334,201.14964359227338,3778.478673824191,-2.6292273389572074e-05,C11H22O3,-H(-),HMDB0032443; HMDB0061654; HMDB32443; HMDB61654,,
335,202.10843227062506,5211.298958886721,4.862937495886399e-05,C9H17NO4,-H(-),HMDB0000201; HMDB00201; HMDB00456; HMDB00515; HMDB0062176; HMDB62176,C02571,
336,203.0021440496934,73399.37326427395,-0.00017684969341758006,C7H8O5S,-H(-),HMDB0060013; HMDB60013,,; CHEBI:133460
336,203.0021440496934,73399.37326427395,0.0009659503065790886,C4H8O6S,.F(-),HMDB0126117; HMDB0130131; HMDB0130134; HMDB0130137,,
337,203.0199981631569,40417.72355447325,-0.0002724631569037683,C7H8O7,-H(-),HMDB0031665; HMDB31665,,
338,203.05731546874821,80198.5203285274,-0.0012043687482048426,C8H12O6,-H(-),HMDB0041031; HMDB41031,,
339,203.08256941867208,1948112.9625495214,3.1281327920851254e-05,C11H12N2O2,-H(-),HMDB0000929; HMDB0013609; HMDB0013840; HMDB0014892; HMDB0030396; HMDB0060533; HMDB0060878; HMDB0060967; HMDB00929; HMDB13609; HMDB13840; HMDB14892; HMDB30396; HMDB60533; HMDB60878; HMDB60967,C00078; C00525; C00806; C07839,; CHEBI:16296; CHEBI:16828; CHEBI:27897; CHEBI:4888
340,205.0358626712268,5664.029324468863,-0.0004869712267918658,C7H10O7,-H(-),HMDB0000379; HMDB0003518; HMDB0006471; HMDB00379; HMDB0059932; HMDB03518; HMDB03610; HMDB06471; HMDB59932,C01251; C04593,; CHEBI:15607; CHEBI:30835; CHEBI:52222
340,205.0358626712268,5664.029324468863,0.00038142877320979096,C8H14O2S2,-H(-),HMDB0001451; HMDB0014312; HMDB01451; HMDB14312,C00725,; CHEBI:30314; CHEBI:43796
341,205.07290824209514,8825.946358582227,-0.0002787420951335662,C9H18OS2,-H(-),HMDB0038791; HMDB38791,,
341,205.07290824209514,8825.946358582227,-0.001147142095135223,C8H14O6,-H(-),HMDB0033584; HMDB33584,,
341,205.07290824209514,8825.946358582227,-0.00010855947795107568,C8H15NO3S,-H(-) [+1],HMDB0094704; HMDB94704,,; CHEBI:137541
342,205.1241348014672,9210.72743152414,-0.0007321014671788362,C13H18O2,-H(-),HMDB0001925; HMDB0029669; HMDB0032176; HMDB0033196; HMDB0034469; HMDB0034470; HMDB0034472; HMDB0034556; HMDB0035008; HMDB0035016; HMDB0035017; HMDB0035181; HMDB0036025; HMDB0036240; HMDB0036386; HMDB0036391; HMDB0037194; HMDB0037604; HMDB0037623; HMDB0037720; HMDB0038605; HMDB0039101; HMDB0040431; HMDB0132932; HMDB0132940; HMDB01872; HMDB01925; HMDB29669; HMDB32176; HMDB33196; HMDB34469; HMDB34470; HMDB34472; HMDB34556; HMDB35008; HMDB35016; HMDB35017; HMDB35181; HMDB36025; HMDB36240; HMDB36386; HMDB36391; HMDB37194; HMDB37604; HMDB37623; HMDB37720; HMDB38605; HMDB39101; HMDB40431,C01588; C02008; C14716,; CHEBI:17099; CHEBI:5855; CHEBI:87323
342,205.1241348014672,9210.72743152414,0.0004106985327894108,C10H18O3,.F(-),HMDB0010724; HMDB0030367; HMDB0030369; HMDB0033010; HMDB0038692; HMDB0038978; HMDB0039533; HMDB0039582; HMDB0039587; HMDB0040204; HMDB0040205; HMDB0041376; HMDB0041545; HMDB10724; HMDB30367; HMDB30369; HMDB33010; HMDB38692; HMDB38978; HMDB39533; HMDB39582; HMDB39587; HMDB40204; HMDB40205; HMDB41376; HMDB41545,C17620,; CHEBI:37157
343,205.16002274876195,163679.57182733808,-0.00023464876196044315,C14H22O,-H(-),HMDB0013825; HMDB0031737; HMDB0031738; HMDB0032397; HMDB0032528; HMDB0035245; HMDB0035631; HMDB0036023; HMDB0036024; HMDB0038130; HMDB0061831; HMDB0133179; HMDB13825; HMDB31737; HMDB31738; HMDB32397; HMDB32528; HMDB35245; HMDB35631; HMDB36023; HMDB36024; HMDB38130; HMDB61831,C09690; C14205,; CHEBI:10284; CHEBI:88618; CHEBI:88921
343,205.16002274876195,163679.57182733808,0.0009081512380362255,C11H22O2,.F(-),HMDB0000947; HMDB0002373; HMDB0032044; HMDB0032325; HMDB0032448; HMDB0033618; HMDB0033848; HMDB0034134; HMDB0034456; HMDB0034458; HMDB0034460; HMDB0036034; HMDB0036229; HMDB0038237; HMDB0038267; HMDB0039215; HMDB0040171; HMDB0040193; HMDB0040266; HMDB0041559; HMDB0059831; HMDB0059860; HMDB0062119; HMDB0094659; HMDB00947; HMDB02373; HMDB32044; HMDB32325; HMDB32448; HMDB33618; HMDB33848; HMDB34134; HMDB34456; HMDB34458; HMDB34460; HMDB36034; HMDB36229; HMDB38237; HMDB38267; HMDB39215; HMDB40171; HMDB40193; HMDB40266; HMDB41559; HMDB59831; HMDB59860; HMDB62119; HMDB94659,C17715,; CHEBI:32368; CHEBI:63864; CHEBI:87374; CHEBI:87501; CHEBI:87511; CHEBI:87542
344,206.06025639987445,39735.736924874385,0.0008807001255490832,C14H9NO,-H(-),HMDB0060675; HMDB60675,C16605,
345,206.0685181905691,12378.460391349763,-0.0006396905691019583,C8H17NOS2,-H(-),HMDB0000985; HMDB00985; HMDB06948,C00579,CHEBI:17694
345,206.0685181905691,12378.460391349763,-0.00017049056907580962,C8H9N5O2,-H(-),HMDB0029939; HMDB29939,,; CHEBI:681033
345,206.0685181905691,12378.460391349763,-0.0007539083425456283,C7H14N2O3S,-H(-) [+1],HMDB0028847; HMDB0028973; HMDB28847; HMDB28973,,
346,206.1028328599139,2078.3809934853093,0.0005626400861160619,C8H17NO5,-H(-),HMDB0014634; HMDB14634,C07708,CHEBI:545681
347,206.99766920891636,4963.783446771303,8.099108364945096e-05,C7H12OS3,-H(-),HMDB0032653; HMDB32653,,
348,207.03041412176142,6222.256394494438,-0.0005176217614177858,C10H8O5,-H(-),HMDB0129376; HMDB0130546,,
348,207.03041412176142,6222.256394494438,0.0004544085120130603,C11H10O2S,-H(-) [+2],HMDB0033995; HMDB0034858; HMDB33995; HMDB34858,,
348,207.03041412176142,6222.256394494438,0.0006251782385788829,C7H8O6,.F(-),HMDB0006357; HMDB0060320; HMDB06357; HMDB60320,C04225,; CHEBI:16717; CHEBI:17516
349,207.08706148787644,10234.61245405014,0.00034961212355710813,C8H16O6,-H(-),HMDB0029968; HMDB0033942; HMDB29968; HMDB33942,,
350,207.10094793356208,6587.92198044514,0.0017193664379249185,C12H16O3,-H(-),HMDB0029867; HMDB0029872; HMDB0030150; HMDB0030197; HMDB0030681; HMDB0031469; HMDB0033778; HMDB0034991; HMDB0035224; HMDB0038604; HMDB0040218; HMDB0040225; HMDB0041411; HMDB0124910; HMDB0126246; HMDB0132980; HMDB0132982; HMDB0132984; HMDB0132985; HMDB0133263; HMDB29867; HMDB29872; HMDB30150; HMDB30197; HMDB30681; HMDB31469; HMDB33778; HMDB34991; HMDB35224; HMDB38604; HMDB40218; HMDB40225; HMDB41411,C10451; C16975; C17821; C17846,
350,207.10094793356208,6587.92198044514,-0.0006859335620958973,C10H18O3,.Na/H-H(-),HMDB0010724; HMDB0030367; HMDB0030369; HMDB0033010; HMDB0038692; HMDB0038978; HMDB0039533; HMDB0039582; HMDB0039587; HMDB0040204; HMDB0040205; HMDB0041376; HMDB0041545; HMDB10724; HMDB30367; HMDB30369; HMDB33010; HMDB38692; HMDB38978; HMDB39533; HMDB39582; HMDB39587; HMDB40204; HMDB40205; HMDB41376; HMDB41545,C17620,; CHEBI:37157
351,207.1148991867299,3353.8892790162713,-0.0009984867298840072,C11H16N2O2,-H(-),HMDB0015217; HMDB0060813; HMDB15217; HMDB60813,C07474,; CHEBI:8207
351,207.1148991867299,3353.8892790162713,0.00014431327008423978,C8H16N2O3,.F(-),HMDB0000206; HMDB0000446; HMDB0000759; HMDB00206; HMDB0028700; HMDB0028844; HMDB0028907; HMDB0028929; HMDB0029120; HMDB00446; HMDB00759; HMDB28700; HMDB28844; HMDB28907; HMDB28929; HMDB29120,C02155; C02727; C12989,; CHEBI:17752; CHEBI:185298; CHEBI:35704
352,207.13908617033636,28250.84632003204,-3.3470336347818375e-05,C13H20O2,-H(-),HMDB0029668; HMDB0031869; HMDB0034672; HMDB0034984; HMDB0035228; HMDB0036686; HMDB0036821; HMDB0036824; HMDB0037776; HMDB0038047; HMDB0038529; HMDB0040233; HMDB0041636; HMDB0132947; HMDB29668; HMDB31869; HMDB34672; HMDB34984; HMDB35228; HMDB36686; HMDB36821; HMDB36824; HMDB37776; HMDB38047; HMDB38529; HMDB40233; HMDB41636,,
353,208.01610270893602,2960.713266902821,0.000976691063982571,C10H8ClNO2,-H(-),HMDB0032936; HMDB32936,,; CHEBI:20339
353,208.01610270893602,2960.713266902821,0.00017841899366999314,C7H8O4S,.F(-) [+1],HMDB0011635; HMDB0034782; HMDB11635; HMDB34782,,; CHEBI:82914
354,208.0714244115889,3035.997416394448,0.001339888411081347,C9H11N3O3,-H(-),HMDB0060384; HMDB60384,,; CHEBI:20302
355,208.1694795259781,1063.4212709320902,0.0012075740219188447,C13H23NO,-H(-),HMDB0036031; HMDB36031,,
356,209.04584278951367,13988.035197326879,-0.00029628951367044465,C10H10O5,-H(-),HMDB0011714; HMDB0035484; HMDB0125514; HMDB0125515; HMDB0125516; HMDB0127490; HMDB0127946; HMDB0127947; HMDB0132221; HMDB0132228; HMDB0140909; HMDB0141258; HMDB0141331; HMDB0142176; HMDB0142177; HMDB0142178; HMDB0142180; HMDB0142181; HMDB11714; HMDB35484,C05619,
356,209.04584278951367,13988.035197326879,0.000846510486326224,C7H10O6,.F(-),HMDB0012710; HMDB0059927; HMDB12710; HMDB59927,C00944,; CHEBI:17947
357,209.06733701295607,6450.327002173165,-0.0006613129560548714,C7H14O7,-H(-),HMDB0003219; HMDB0029901; HMDB0029935; HMDB0029952; HMDB03219; HMDB29901; HMDB29935; HMDB29952,C02076; C06397,; CHEBI:130460; CHEBI:28723
357,209.06733701295607,6450.327002173165,0.0006762870439160906,C8H10N4O3,-H(-),HMDB0002123; HMDB0036431; HMDB02123; HMDB36431,,; CHEBI:691622
358,209.08179832313778,15151.350535294507,0.00013357686225390353,C11H14O4,-H(-),HMDB0013070; HMDB0029187; HMDB0029233; HMDB0033798; HMDB0034047; HMDB0036199; HMDB0039428; HMDB0041406; HMDB0060737; HMDB0125803; HMDB0127493; HMDB0129253; HMDB0129254; HMDB0129255; HMDB0129256; HMDB0130385; HMDB0133478; HMDB0133511; HMDB0133519; HMDB0133526; HMDB0133535; HMDB0135671; HMDB13070; HMDB29187; HMDB29233; HMDB33798; HMDB34047; HMDB36199; HMDB39428; HMDB41406; HMDB60737,C02325; C07350,; CHEBI:15951; CHEBI:64557
359,209.11756357074916,6587.7549810437295,0.0007537292508459359,C12H18O3,-H(-),HMDB0032797; HMDB0032871; HMDB0033102; HMDB0037104; HMDB0037135; HMDB0037642; HMDB0037735; HMDB0037816; HMDB0041573; HMDB32797; HMDB32871; HMDB33102; HMDB37104; HMDB37135; HMDB37642; HMDB37735; HMDB37816; HMDB41573,C08491,; CHEBI:18292
360,209.12983037730598,5216.167946748399,-0.000279677305968562,C11H18N2O2,-H(-),HMDB0034276; HMDB34276,,
361,209.15483130892514,48776.127812374085,-0.00012860892513799627,C13H22O2,-H(-),HMDB0030425; HMDB0031014; HMDB0032052; HMDB0032098; HMDB0037286; HMDB0037307; HMDB0037390; HMDB0038249; HMDB0038258; HMDB0038291; HMDB0040232; HMDB0041554; HMDB30425; HMDB31014; HMDB32052; HMDB32098; HMDB37286; HMDB37307; HMDB37390; HMDB38249; HMDB38258; HMDB38291; HMDB40232; HMDB41554,,
362,210.04024032818893,3686.3325251339065,0.0005551718110723414,C9H9NO5,-H(-),HMDB0011639; HMDB0029842; HMDB0034864; HMDB0059999; HMDB0124989; HMDB0126443; HMDB0126654; HMDB0134101; HMDB11639; HMDB29842; HMDB34864; HMDB59999,C04720; C08538,; CHEBI:18048; CHEBI:27483; CHEBI:36076
363,210.07675739068307,5088.280151019561,0.0004235093169313586,C10H13NO4,-H(-),HMDB0001434; HMDB0011754; HMDB0060747; HMDB01434; HMDB05881; HMDB11754; HMDB60747,C07194,; CHEBI:61058; CHEBI:82913
363,210.07675739068307,5088.280151019561,-0.0009359906831036824,C11H13NS,.F(-),HMDB0038443; HMDB0040031; HMDB38443; HMDB40031,,
364,210.11475951305118,2099.7904490589167,-0.0011932130511809191,C11H17NO3,-H(-),HMDB0014861; HMDB0014954; HMDB0015197; HMDB14861; HMDB14954; HMDB15197,C07056; C07144; C07513,CHEBI:111775; CHEBI:144647; CHEBI:64317
364,210.11475951305118,2099.7904490589167,0.0002764976910043515,C10H15N3O2,-H(-) [+2],HMDB0041809; HMDB41809,,
365,210.1327093654159,1143.2685695950076,-0.0005161654159167028,C12H21NS,-H(-),HMDB0040092; HMDB0040113; HMDB40092; HMDB40113,,
365,210.1327093654159,1143.2685695950076,-0.00015626482996822233,C11H18N2O2,-H(-) [+1],HMDB0034276; HMDB34276,,
366,211.0193997329377,3156.7104390621494,-0.0011137329377106653,C8H8N2O3S,-H(-),HMDB0015045; HMDB15045,C07504,CHEBI:10127
367,211.02592151842532,4310.0791779912315,-0.001110418425298576,C9H8O6,-H(-),HMDB0125210; HMDB0126568; HMDB0126571; HMDB0128683; HMDB0128685; HMDB0137303,,
367,211.02592151842532,4310.0791779912315,3.2381574669670954e-05,C6H8O7,.F(-),HMDB0000094; HMDB0000193; HMDB0001874; HMDB0005971; HMDB0006511; HMDB00094; HMDB00193; HMDB0033717; HMDB0041862; HMDB01874; HMDB05971; HMDB06511; HMDB33717; HMDB41862,C00158; C00311; C00451; C04575; C04617,; CHEBI:151; CHEBI:15622; CHEBI:160; CHEBI:30769; CHEBI:30887; CHEBI:85805
368,211.08326922722205,6786.642278763355,-0.0009435272220343904,C7H16O7,-H(-),HMDB0033750; HMDB33750,C08255,
368,211.08326922722205,6786.642278763355,0.0003940727779649933,C8H12N4O3,-H(-),HMDB0028843; HMDB0028885; HMDB28843; HMDB28885,,
368,211.08326922722205,6786.642278763355,0.00018109016076550688,C8H18O4S,-H(-) [+2],HMDB0033373; HMDB33373,,; CHEBI:88117
369,211.0977303452648,9832.579047996858,-0.00014844526478441367,C11H16O4,-H(-),HMDB0059744; HMDB59744,,; CHEBI:89902
369,211.0977303452648,9832.579047996858,0.0011891547351865484,C12H12N4,-H(-),HMDB0029707; HMDB29707,C19254,
370,211.1116190793826,5228.452972364826,0.001219020617412525,C15H16O,-H(-),HMDB0035736; HMDB0036454; HMDB0041460; HMDB0135216; HMDB0135544; HMDB0135578; HMDB0135579; HMDB0135580; HMDB35736; HMDB36454; HMDB41460,,
371,211.13414862236075,18385.620446906476,-0.0001813223607598502,C12H20O3,-H(-),HMDB0029388; HMDB0033601; HMDB0035085; HMDB0037326; HMDB0041572; HMDB29388; HMDB33601; HMDB35085; HMDB37326; HMDB41572,C16309,; CHEBI:19144
372,211.1703222732427,3711.8847746491397,3.04267573199013e-05,C13H24O2,-H(-),HMDB0031017; HMDB0031028; HMDB0031741; HMDB0032792; HMDB0034286; HMDB0037187; HMDB0037226; HMDB0037626; HMDB0037907; HMDB0038078; HMDB0039805; HMDB0040451; HMDB31017; HMDB31028; HMDB31741; HMDB32792; HMDB34286; HMDB37187; HMDB37226; HMDB37626; HMDB37907; HMDB38078; HMDB39805; HMDB40451,,
373,211.99554478811282,18335.697187998976,0.0010164118871784922,C4H8NO7P,-H(-),HMDB0012250; HMDB12250,C03082,
374,212.00266481547465,50266.88879140323,-0.0003632154746355809,C8H7NO4S,-H(-),HMDB0000682; HMDB00682; HMDB03309,,; CHEBI:43355
375,212.07459972011063,4415.159938864378,0.0004726798893841533,C10H15NO2S,-H(-),HMDB0032418; HMDB0032422; HMDB32418; HMDB32422,,; CHEBI:10979
376,213.0063621468277,8526.667427430863,0.001084253172280114,C5H10O7S,-H(-),HMDB0127651,,
376,213.0063621468277,8526.667427430863,-0.0002752468277265052,C6H10O3S2,.F(-),HMDB0035717; HMDB35717,,
376,213.0063621468277,8526.667427430863,-0.0012351937027119675,C8H7NO4S,-H(-) [+1],HMDB0000682; HMDB00682; HMDB03309,,; CHEBI:43355
377,213.02227040349513,15787.816116308597,0.0004321965048745824,C9H10O4S,-H(-),HMDB0135284,,
378,213.05941066596776,3947.687790380225,-0.0003226659677579846,C10H14O3S,-H(-),HMDB0040055; HMDB40055,,
378,213.05941066596776,3947.687790380225,0.00019016411036432146,C9H11NO5,-H(-) [+1],HMDB0015627; HMDB15627,,
379,213.11355389040995,7611.527970735156,-0.00032199040992964,C11H18O4,-H(-),HMDB0030984; HMDB0030985; HMDB0030986; HMDB30984; HMDB30985; HMDB30986,,
379,213.11355389040995,7611.527970735156,0.000820809590038607,C8H18O5,.F(-),HMDB0094708; HMDB94708,,; CHEBI:44920
380,213.1500016110596,9698.32687294964,-0.0003843110596051247,C12H22O3,-H(-),HMDB0010727; HMDB0037398; HMDB10727; HMDB37398,C02367,; CHEBI:18037
381,213.1859703528408,9847.646894100713,3.234715921962561e-05,C13H26O2,-H(-),HMDB0000910; HMDB0029552; HMDB0031018; HMDB0032211; HMDB0034140; HMDB0036217; HMDB0036219; HMDB0037311; HMDB0038729; HMDB0059900; HMDB0061828; HMDB0061829; HMDB00910; HMDB29552; HMDB31018; HMDB32211; HMDB34140; HMDB36217; HMDB36219; HMDB37311; HMDB38729; HMDB59900; HMDB61828; HMDB61829,C04780; C17076,; CHEBI:15720; CHEBI:45919; CHEBI:86973; CHEBI:87494; CHEBI:87536
382,214.04945697626619,4191.307273092823,-0.0008603762661891778,C5H14NO6P,-H(-),HMDB0000114; HMDB00114; HMDB0059660; HMDB59660,C01233,; CHEBI:16929
382,214.04945697626619,4191.307273092823,-0.0003694518521228929,C5H15N2O3PS,-H(-) [+1],HMDB0015274; HMDB15274,C06819,CHEBI:2636
383,214.07440388867576,4778.2889251438855,-0.000970788675743961,C10H9N5O,-H(-),HMDB0012245; HMDB12245,C08272,CHEBI:27407
384,214.10903815936362,2565.5460487785235,-0.0005572593636031797,C10H17NO4,-H(-),HMDB0013124; HMDB0094732; HMDB0094733; HMDB0094734; HMDB0094735; HMDB0094736; HMDB0094737; HMDB0094738; HMDB0094739; HMDB0094740; HMDB0094741; HMDB0094742; HMDB0094743; HMDB0094744; HMDB0094745; HMDB0094746; HMDB0094747; HMDB0094748; HMDB0094749; HMDB0094750; HMDB0094751; HMDB0094752; HMDB0094753; HMDB0094754; HMDB0094755; HMDB0094757; HMDB0094758; HMDB0094759; HMDB0094760; HMDB0094761; HMDB0094762; HMDB0094763; HMDB0094764; HMDB0094765; HMDB0094766; HMDB0094767; HMDB0094769; HMDB0094770; HMDB0094771; HMDB0094772; HMDB0094773; HMDB0094774; HMDB0094775; HMDB0094776; HMDB0094777; HMDB0094778; HMDB0094779; HMDB13124; HMDB94732; HMDB94733; HMDB94734; HMDB94735; HMDB94736; HMDB94737; HMDB94738; HMDB94739; HMDB94740; HMDB94741; HMDB94742; HMDB94743; HMDB94744; HMDB94745; HMDB94746; HMDB94747; HMDB94748; HMDB94749; HMDB94750; HMDB94751; HMDB94752; HMDB94753; HMDB94754; HMDB94755; HMDB94757; HMDB94758; HMDB94759; HMDB94760; HMDB94761; HMDB94762; HMDB94763; HMDB94764; HMDB94765; HMDB94766; HMDB94767; HMDB94769; HMDB94770; HMDB94771; HMDB94772; HMDB94773; HMDB94774; HMDB94775; HMDB94776; HMDB94777; HMDB94778; HMDB94779,,; CHEBI:86076
385,214.14522228468795,2452.979126143211,-0.000355984687956834,C11H21NO3,-H(-),HMDB0013279; HMDB13279,,; CHEBI:74439
386,217.10863073317375,13913.812443035073,-0.0004842331737506811,C10H18O5,-H(-),HMDB0000350; HMDB0000424; HMDB00350; HMDB00424; HMDB02534,,; CHEBI:89182
387,219.0519971693745,7232.3200358397025,-0.0009714693744626857,C8H12O7,-H(-),HMDB0059775; HMDB59775,,; CHEBI:89858
388,219.0663076703663,6313.55182406447,-2.577036630668772e-05,C12H12O4,-H(-),HMDB0029467; HMDB0029473; HMDB0041442; HMDB29467; HMDB29473; HMDB41442,,
388,219.0663076703663,6313.55182406447,0.0011170296336615593,C9H12O5,.F(-),HMDB0033091; HMDB33091,,
389,219.07752252528465,13729.300028750278,-7.225284662126796e-06,C11H12N2O3,-H(-),HMDB0000472; HMDB0015571; HMDB00472; HMDB00504; HMDB0061174; HMDB15571; HMDB61174,C00643; C01017,; CHEBI:17780; CHEBI:28171
390,219.1026986027936,5514.9809066498965,-3.130279358742882e-05,C13H16O3,-H(-),HMDB0032589; HMDB0037492; HMDB0040424; HMDB0061823; HMDB0061942; HMDB0132933; HMDB0132935; HMDB0132936; HMDB0132937; HMDB0132939; HMDB0132948; HMDB32589; HMDB37492; HMDB40424; HMDB61823; HMDB61942,,; CHEBI:88591
390,219.1026986027936,5514.9809066498965,0.0011984919329677268,C13H17NS,-H(-) [+1],HMDB0040032; HMDB40032,,
390,219.1026986027936,5514.9809066498965,0.0011114972064092399,C10H16O4,.F(-),HMDB0000603; HMDB0013227; HMDB0030989; HMDB0030990; HMDB0034491; HMDB0034971; HMDB0036715; HMDB00603; HMDB13227; HMDB30989; HMDB30990; HMDB34491; HMDB34971; HMDB36715,,
